Time	avg(Block size (kB)) – Bitcoin
10.05.2011	7986.863387978142
11.05.2011	7125.486910994764
12.05.2011	8426.721893491123
13.05.2011	9412.516908212561
14.05.2011	7686.644628099173
15.05.2011	7757.895454545454
16.05.2011	8022.259109311741
17.05.2011	7413.354085603113
18.05.2011	8189.315972222223
19.05.2011	11566.251461988304
20.05.2011	9464.559090909092
21.05.2011	9006.89090909091
22.05.2011	8164.841269841269
23.05.2011	8178.608391608392
24.05.2011	7671.0735785953175
25.05.2011	8554
26.05.2011	9633.425675675675
27.05.2011	11312.88622754491
28.05.2011	12765.567741935483
29.05.2011	10702.038888888888
30.05.2011	14349.805194805194
31.05.2011	17156.453333333335
01.06.2011	14577.382978723404
02.06.2011	16117.268421052631
03.06.2011	20057.272277227723
04.06.2011	16756.808035714286
05.06.2011	15776.91826923077
06.06.2011	18303.635193133046
07.06.2011	21104.49411764706
08.06.2011	30671.432432432433
09.06.2011	23544.243243243243
10.06.2011	21142.587443946188
11.06.2011	17512.54365079365
12.06.2011	22714.978540772532
13.06.2011	21722.334801762114
14.06.2011	22612.898785425103
15.06.2011	19427.351254480287
16.06.2011	30178.805555555555
17.06.2011	26441.08064516129
18.06.2011	24290.497461928935
19.06.2011	22123.174887892375
20.06.2011	18501.055555555555
21.06.2011	15847.762845849802
22.06.2011	16768.56923076923
23.06.2011	16861.683333333334
24.06.2011	19923.046296296296
25.06.2011	28028.573426573428
26.06.2011	28848.96644295302
27.06.2011	32423.047337278105
28.06.2011	28019.01875
29.06.2011	24108.662790697676
30.06.2011	21155.884816753925
01.07.2011	26486.20231213873
02.07.2011	21917.278106508875
03.07.2011	20713.454545454544
04.07.2011	23844.20588235294
05.07.2011	28898.338129496402
06.07.2011	30170.15286624204
07.07.2011	29157.16030534351
08.07.2011	21960.163636363635
09.07.2011	22822.34899328859
10.07.2011	28664.627737226278
11.07.2011	27230.375796178345
12.07.2011	24730.929078014186
13.07.2011	19822.96335078534
14.07.2011	26339.895833333332
15.07.2011	20376.117283950618
16.07.2011	23598.554140127388
17.07.2011	21549.394117647058
18.07.2011	27003.470588235294
19.07.2011	29297.894366197183
20.07.2011	25920.59731543624
21.07.2011	24297.697368421053
22.07.2011	25327.69536423841
23.07.2011	22457.602739726026
24.07.2011	21670.030120481926
25.07.2011	26272.581818181818
26.07.2011	21533.039772727272
27.07.2011	20902.350574712644
28.07.2011	24038.16129032258
29.07.2011	18739.475609756097
30.07.2011	17124.013157894737
31.07.2011	19720.062857142857
01.08.2011	22571.333333333332
02.08.2011	25117.474025974025
03.08.2011	22168.76433121019
04.08.2011	27100.596899224805
05.08.2011	22285.57857142857
06.08.2011	26062.188524590165
07.08.2011	22425.06349206349
08.08.2011	27203.301470588234
09.08.2011	28177.397260273974
10.08.2011	23049.763157894737
11.08.2011	22631.94890510949
12.08.2011	22314.908396946565
13.08.2011	24128.83846153846
14.08.2011	26015.492424242424
15.08.2011	29744.178294573645
16.08.2011	27638.428571428572
17.08.2011	25594.448529411766
18.08.2011	21981.54861111111
19.08.2011	27046.847328244276
20.08.2011	20510.49342105263
21.08.2011	20296.275
22.08.2011	20855.242603550298
23.08.2011	20649.245161290324
24.08.2011	23619.31343283582
25.08.2011	23503.51851851852
26.08.2011	22968.79591836735
27.08.2011	24946.352459016394
28.08.2011	21234.08620689655
29.08.2011	24845.978260869564
30.08.2011	21783.19178082192
31.08.2011	19086.07741935484
01.09.2011	23808.488372093023
02.09.2011	18376.24358974359
03.09.2011	17124.289655172415
04.09.2011	40163.12686567164
05.09.2011	19832.160256410258
06.09.2011	23172.172185430463
07.09.2011	22320.45588235294
08.09.2011	21924.46511627907
09.09.2011	25458.883116883117
10.09.2011	21831.646616541355
11.09.2011	23454.184
12.09.2011	23229.751879699248
13.09.2011	19008.774647887323
14.09.2011	18007.034246575342
15.09.2011	18239.50641025641
16.09.2011	22135.882352941175
17.09.2011	17116.02985074627
18.09.2011	15729.113924050633
19.09.2011	24278.228346456694
20.09.2011	28120.85714285714
21.09.2011	25639.130136986303
22.09.2011	17998.054054054053
23.09.2011	20118.947368421053
24.09.2011	20834.705426356588
25.09.2011	19060.620437956204
26.09.2011	18030.194029850747
27.09.2011	19895.796992481202
28.09.2011	16838.659863945577
29.09.2011	18062.36
30.09.2011	19798.926229508197
01.10.2011	16188.391608391608
02.10.2011	17314.669421487604
03.10.2011	18042.489655172412
04.10.2011	22648.464285714286
05.10.2011	16945.2
06.10.2011	20312.4765625
07.10.2011	17897.079710144928
08.10.2011	19187.798319327732
09.10.2011	18206.56692913386
10.10.2011	19697.70731707317
11.10.2011	29022.483870967742
12.10.2011	21547.95
13.10.2011	21946.577319587628
14.10.2011	18939.820143884892
15.10.2011	17403.432835820895
16.10.2011	18075.2268907563
17.10.2011	22782.313559322032
18.10.2011	17740.025
19.10.2011	16536.27819548872
20.10.2011	16291.304347826086
21.10.2011	16213.520661157025
22.10.2011	22048.85714285714
23.10.2011	21027.333333333332
24.10.2011	19272.409448818897
25.10.2011	16969.19379844961
26.10.2011	18995.273504273504
27.10.2011	19232.54
28.10.2011	21385.209523809524
29.10.2011	21706.283185840708
30.10.2011	18510.675675675677
31.10.2011	15892.297709923665
01.11.2011	15425.033333333333
02.11.2011	15268.116883116883
03.11.2011	19392.28
04.11.2011	18938.74149659864
05.11.2011	17127.77397260274
06.11.2011	13302.9375
07.11.2011	18046.303030303032
08.11.2011	18015.93288590604
09.11.2011	16959.42236024845
10.11.2011	19818.659574468085
11.11.2011	18932.907563025212
12.11.2011	15348.293706293707
13.11.2011	14773.819444444445
14.11.2011	18401.755244755244
15.11.2011	16387.739393939395
16.11.2011	19407.251851851852
17.11.2011	16184.611510791367
18.11.2011	16628.428571428572
19.11.2011	16749.544715447155
20.11.2011	16889.601398601397
21.11.2011	16562.881355932204
22.11.2011	16851.9
23.11.2011	16949.02985074627
24.11.2011	20124.87610619469
25.11.2011	16893.54074074074
26.11.2011	17325.575
27.11.2011	18073.236842105263
28.11.2011	20132.251968503937
29.11.2011	21789.478260869564
30.11.2011	20404.75925925926
01.12.2011	16286.324175824177
02.12.2011	18543.020547945205
03.12.2011	16359.592105263158
04.12.2011	16878.772058823528
05.12.2011	16507.113924050635
06.12.2011	19813.327485380116
07.12.2011	19470.630434782608
08.12.2011	16858.40243902439
09.12.2011	16082.659863945579
10.12.2011	16485.645833333332
11.12.2011	17566.63157894737
12.12.2011	18983.527559055117
13.12.2011	18647.553030303032
14.12.2011	15678.411764705883
15.12.2011	17242.883928571428
16.12.2011	19871.042372881355
17.12.2011	14532.333333333334
18.12.2011	13469.569444444445
19.12.2011	17311.610062893084
20.12.2011	24973.194029850747
21.12.2011	16324.879194630872
22.12.2011	17318.93918918919
23.12.2011	16640.725352112677
24.12.2011	13361.641379310346
25.12.2011	12890.33908045977
26.12.2011	13740.988700564973
27.12.2011	16132.586206896553
28.12.2011	14357.63870967742
29.12.2011	16804.391304347828
30.12.2011	14956.697183098591
31.12.2011	16242.64238410596
01.01.2012	17072.9477124183
02.01.2012	19120.748344370862
03.01.2012	18211.79245283019
04.01.2012	19350.610738255033
05.01.2012	24677.25850340136
06.01.2012	21752.6081871345
07.01.2012	16700.717391304348
08.01.2012	20421.21472392638
09.01.2012	20391.26219512195
10.01.2012	29670.55319148936
11.01.2012	27516.274509803923
12.01.2012	20203.4
13.01.2012	21760.32857142857
14.01.2012	19971.5
15.01.2012	20883.561151079135
16.01.2012	19703.88
17.01.2012	19576.12101910828
18.01.2012	24815.5546875
19.01.2012	21241.606666666667
20.01.2012	20875.137931034482
21.01.2012	18315.493902439026
22.01.2012	16622.926470588234
23.01.2012	15229.035294117648
24.01.2012	24098.345323741007
25.01.2012	25041.817567567567
26.01.2012	22095.333333333332
27.01.2012	21382.063829787236
28.01.2012	19138.641379310346
29.01.2012	17987.383233532935
30.01.2012	15792.494186046511
31.01.2012	21926.066666666666
01.02.2012	20862.95035460993
02.02.2012	21700.85534591195
03.02.2012	20770.41139240506
04.02.2012	21104.426751592357
05.02.2012	21271.936619718308
06.02.2012	18749.712328767124
07.02.2012	22141.68613138686
08.02.2012	21141.275862068964
09.02.2012	23220.689655172413
10.02.2012	27532.58695652174
11.02.2012	23164.47333333333
12.02.2012	19618.48734177215
13.02.2012	26395.700729927008
14.02.2012	31891.608695652172
15.02.2012	30038.83582089552
16.02.2012	32552.297101449276
17.02.2012	18808.04605263158
18.02.2012	16335.327485380118
19.02.2012	16500.196202531646
20.02.2012	19114.285714285714
21.02.2012	22962.341085271317
22.02.2012	19583.635220125787
23.02.2012	22571.126506024095
24.02.2012	22268.43624161074
25.02.2012	18166.11515151515
26.02.2012	18015.966666666667
27.02.2012	19568.37012987013
28.02.2012	19341.71875
29.02.2012	17044.441340782123
01.03.2012	22687.867549668874
02.03.2012	28036.9776119403
03.03.2012	20243.141592920354
04.03.2012	21531.24087591241
05.03.2012	24393.137931034482
06.03.2012	23387.75912408759
07.03.2012	19233.55844155844
08.03.2012	19947.96153846154
09.03.2012	18711.690476190477
10.03.2012	18333.090909090908
11.03.2012	19407.223880597016
12.03.2012	17901.704819277107
13.03.2012	24804.0625
14.03.2012	26125.839416058396
15.03.2012	25083.297520661155
16.03.2012	20211.13071895425
17.03.2012	18140.829411764706
18.03.2012	16375.30625
19.03.2012	21142.566433566433
20.03.2012	19019.8375
21.03.2012	19624.462025316454
22.03.2012	19239.46835443038
23.03.2012	21414.64285714286
24.03.2012	14808.646739130434
25.03.2012	18064.426751592357
26.03.2012	21100
27.03.2012	19537.628205128207
28.03.2012	22284.726666666666
29.03.2012	23847.58156028369
30.03.2012	20375.175324675325
31.03.2012	16175.970588235294
01.04.2012	18527.542253521126
02.04.2012	26457.327586206895
03.04.2012	27281
04.04.2012	23483.116788321167
05.04.2012	29920.965811965812
06.04.2012	25429.264705882353
07.04.2012	21153.821705426355
08.04.2012	17925.52666666667
09.04.2012	20195.19178082192
10.04.2012	25337.863945578232
11.04.2012	26322.070921985814
12.04.2012	29487.811023622045
13.04.2012	26308.52032520325
14.04.2012	25366.863309352517
15.04.2012	29618.252336448597
16.04.2012	27426.713333333333
17.04.2012	29034.8
18.04.2012	32986.230769230766
19.04.2012	23639.267515923566
20.04.2012	28227.83116883117
21.04.2012	22202.83116883117
22.04.2012	21182.457142857143
23.04.2012	24876.437037037038
24.04.2012	25038.507246376812
25.04.2012	27349.314960629923
26.04.2012	27404.34193548387
27.04.2012	25039.496296296296
28.04.2012	21932.690789473683
29.04.2012	18960.765363128492
30.04.2012	23396.832402234635
01.05.2012	28175.13529411765
02.05.2012	31534.72
03.05.2012	38952.299363057326
04.05.2012	39096.90683229814
05.05.2012	34146.86826347305
06.05.2012	34706.84756097561
07.05.2012	47653.870588235295
08.05.2012	44218.443181818184
09.05.2012	47815.96385542169
10.05.2012	41772.410852713176
11.05.2012	59616.92307692308
12.05.2012	61847.9765625
13.05.2012	45954.41428571429
14.05.2012	89571.45323741007
15.05.2012	77342.38461538461
16.05.2012	70706.3305785124
17.05.2012	67950.60344827586
18.05.2012	75677.13793103448
19.05.2012	104611.25503355704
20.05.2012	99350.21014492754
21.05.2012	110299.30158730158
22.05.2012	90723.80869565217
23.05.2012	93874.2076923077
24.05.2012	94541.536
25.05.2012	104401.92561983471
26.05.2012	71027.32394366198
27.05.2012	72797.69811320755
28.05.2012	93353.11971830986
29.05.2012	105559.26984126984
30.05.2012	88137.30534351146
31.05.2012	68906.98550724638
01.06.2012	79549.78289473684
02.06.2012	36229.2
03.06.2012	95961.94117647059
04.06.2012	130250.85161290322
05.06.2012	128158.6462585034
06.06.2012	47840.640522875816
07.06.2012	104517.70503597123
08.06.2012	78387.43262411347
09.06.2012	84980.9298245614
10.06.2012	102712.28313253012
11.06.2012	100672.4
12.06.2012	58884.153846153844
13.06.2012	161133.25333333333
14.06.2012	179401.38461538462
15.06.2012	154256.53459119497
16.06.2012	125339.02564102564
17.06.2012	114087.10365853658
18.06.2012	99843.48
19.06.2012	112881.1700680272
20.06.2012	105262.23448275862
21.06.2012	92688.94117647059
22.06.2012	80673.5
23.06.2012	64220.506097560974
24.06.2012	78320.02290076336
25.06.2012	83111.57142857143
26.06.2012	88551.68456375839
27.06.2012	82810.86503067485
28.06.2012	85466.89781021897
29.06.2012	65639.50684931508
30.06.2012	72143.51515151515
01.07.2012	56680.72535211268
02.07.2012	68607.48684210527
03.07.2012	60458.3
04.07.2012	67597.36
05.07.2012	67813.11805555556
06.07.2012	68159.56774193549
07.07.2012	64042.87951807229
08.07.2012	59263.666666666664
09.07.2012	67203.47239263804
10.07.2012	101745.26666666666
11.07.2012	103233.67164179105
12.07.2012	71337.96666666666
13.07.2012	70798.3190184049
14.07.2012	61524.223602484475
15.07.2012	81751.92142857143
16.07.2012	94391.51333333334
17.07.2012	91361.98255813954
18.07.2012	97539.78709677419
19.07.2012	107300.11851851852
20.07.2012	111198.89864864865
21.07.2012	105447.62411347518
22.07.2012	91804.86451612903
23.07.2012	97733.26241134752
24.07.2012	76612.27950310559
25.07.2012	71684.36875
26.07.2012	79078.23076923077
27.07.2012	62916.730337078654
28.07.2012	94184.73202614379
29.07.2012	88410.36746987952
30.07.2012	89554.20454545454
31.07.2012	137382.72307692308
01.08.2012	98965.26865671642
02.08.2012	87116.84848484848
03.08.2012	73008.24074074074
04.08.2012	81569.45512820513
05.08.2012	98393.97122302158
06.08.2012	102267.35714285714
07.08.2012	71238.25
08.08.2012	99368.28313253012
09.08.2012	77006.28823529412
10.08.2012	73791.17948717948
11.08.2012	78008.52380952382
12.08.2012	88476.34591194968
13.08.2012	127556.3625
14.08.2012	94921.85987261146
15.08.2012	144116.05389221557
16.08.2012	127898.2987012987
17.08.2012	126099.76811594203
18.08.2012	100679.8013245033
19.08.2012	100175.84615384616
20.08.2012	91681.5459770115
21.08.2012	99018.52023121387
22.08.2012	100371.64743589744
23.08.2012	77100.08484848485
24.08.2012	87632.49324324324
25.08.2012	98860.15942028986
26.08.2012	68306.92178770949
27.08.2012	95150.33103448276
28.08.2012	83606.78807947019
29.08.2012	81827.78571428571
30.08.2012	91516.5974025974
31.08.2012	118403.7
01.09.2012	104102.19254658386
02.09.2012	86587.28658536586
03.09.2012	103753.14649681529
04.09.2012	116097.83006535948
05.09.2012	99223.65
06.09.2012	104186.36842105263
07.09.2012	83443.64880952382
08.09.2012	92160.13103448277
09.09.2012	81183.12578616352
10.09.2012	95204.53333333334
11.09.2012	111399.26206896552
12.09.2012	78132.69677419355
13.09.2012	100090.12307692308
14.09.2012	99917.36419753087
15.09.2012	81385.99305555556
16.09.2012	81232.75776397515
17.09.2012	64597.64880952381
18.09.2012	85415.50299401197
19.09.2012	99648.45390070922
20.09.2012	85107.36184210527
21.09.2012	81455.31952662722
22.09.2012	72497.26114649682
23.09.2012	80852.14556962025
24.09.2012	85708.61437908496
25.09.2012	70968.05035971223
26.09.2012	103247.22857142857
27.09.2012	77714.98136645963
28.09.2012	93320.3164556962
29.09.2012	67540.70238095238
30.09.2012	63587.54716981132
01.10.2012	95109.42748091603
02.10.2012	104430.1095890411
03.10.2012	101981.22556390977
04.10.2012	119686.99236641222
05.10.2012	117130.66176470589
06.10.2012	99661.47096774193
07.10.2012	130167.312
08.10.2012	97029.17415730337
09.10.2012	115115.85915492958
10.10.2012	95408.31543624161
11.10.2012	91263.95652173914
12.10.2012	89739.69127516779
13.10.2012	102925.07432432432
14.10.2012	102261.78740157481
15.10.2012	86268.29585798817
16.10.2012	104634.05806451612
17.10.2012	111804.57746478873
18.10.2012	92154.85987261146
19.10.2012	93911.65925925926
20.10.2012	92766.49367088608
21.10.2012	114870.05590062111
22.10.2012	120052.87898089172
23.10.2012	121311.83076923077
24.10.2012	94888.82098765433
25.10.2012	92771.69230769231
26.10.2012	65762.72727272728
27.10.2012	46227.22285714286
28.10.2012	52922.82530120482
29.10.2012	72405.01265822785
30.10.2012	97116.65034965034
31.10.2012	92447.54861111111
01.11.2012	80971.04379562044
02.11.2012	92732.44055944055
03.11.2012	75027.28767123287
04.11.2012	74013.75159235668
05.11.2012	96567.46875
06.11.2012	108847.53333333334
07.11.2012	106407.69426751592
08.11.2012	98924.04545454546
09.11.2012	77291.88157894737
10.11.2012	88831.88888888889
11.11.2012	71341.8299319728
12.11.2012	83553
13.11.2012	87442.3
14.11.2012	93267.0979020979
15.11.2012	120568.86764705883
16.11.2012	123772.4
17.11.2012	119174.27857142857
18.11.2012	105937.38356164383
19.11.2012	113961
20.11.2012	112477.91836734694
21.11.2012	121658.78289473684
22.11.2012	99590.38888888889
23.11.2012	100192.8773006135
24.11.2012	90450.66887417219
25.11.2012	118420.2602739726
26.11.2012	107951.75796178344
27.11.2012	89130.77702702703
28.11.2012	99559.38953488372
29.11.2012	104866.65060240965
30.11.2012	106639.44
01.12.2012	91761.64670658682
02.12.2012	68166.85314685314
03.12.2012	70422.87074829932
04.12.2012	137322.00892857142
05.12.2012	134862.59836065574
06.12.2012	130736.62773722627
07.12.2012	111617.09302325582
08.12.2012	105714.22463768115
09.12.2012	116813.12698412698
10.12.2012	119484.72027972028
11.12.2012	118238.21527777778
12.12.2012	131017.71538461538
13.12.2012	150893.17557251907
14.12.2012	168216.8679245283
15.12.2012	124239.74137931035
16.12.2012	143237.84684684683
17.12.2012	131862.05970149254
18.12.2012	183036.864
19.12.2012	136948.19014084508
20.12.2012	155127.4245283019
21.12.2012	153479.65873015873
22.12.2012	139518.66013071896
23.12.2012	134197.89344262294
24.12.2012	135534.39393939395
25.12.2012	101059.74193548386
26.12.2012	117640.78571428571
27.12.2012	131340.40384615384
28.12.2012	126688.4201183432
29.12.2012	125104.52777777778
30.12.2012	115105.2530120482
31.12.2012	88550.25949367089
01.01.2013	89114.77160493827
02.01.2013	114158.38562091504
03.01.2013	108105.27160493827
04.01.2013	141893.1503267974
05.01.2013	118321.98581560283
06.01.2013	100689.95862068965
07.01.2013	105482.88095238095
08.01.2013	149385.64661654134
09.01.2013	148418.78461538462
10.01.2013	163764.80272108843
11.01.2013	187258.68376068375
12.01.2013	163180.3524590164
13.01.2013	162449.4812030075
14.01.2013	127191.74522292994
15.01.2013	158378.9090909091
16.01.2013	180820.15267175573
17.01.2013	200063.9099099099
18.01.2013	185283.96694214875
19.01.2013	159723.16883116882
20.01.2013	140661.27692307692
21.01.2013	139584.56818181818
22.01.2013	144866.875
23.01.2013	174382.12698412698
24.01.2013	150873.96794871794
25.01.2013	164224.1094890511
26.01.2013	152176.89102564103
27.01.2013	162203.3642384106
28.01.2013	168422.96598639456
29.01.2013	157379.48101265822
30.01.2013	127450.35947712418
31.01.2013	124566.36269430052
01.02.2013	179126.8775510204
02.02.2013	158704.55555555556
03.02.2013	149299.03225806452
04.02.2013	153543.86585365853
05.02.2013	141707.17365269462
06.02.2013	129362.93150684932
07.02.2013	177804.43506493507
08.02.2013	180397.14569536425
09.02.2013	179376.86013986013
10.02.2013	154022.86956521738
11.02.2013	164919.75471698114
12.02.2013	192537.72661870503
13.02.2013	158420.6432748538
14.02.2013	157905.03973509933
15.02.2013	145939.27374301676
16.02.2013	124961.25925925926
17.02.2013	126095.03191489361
18.02.2013	144020.78881987577
19.02.2013	160518.84905660377
20.02.2013	149430.15025906736
21.02.2013	142290.94886363635
22.02.2013	167057.35294117648
23.02.2013	163172.48170731709
24.02.2013	159470.95512820513
25.02.2013	149805.9068627451
26.02.2013	174769.81325301205
27.02.2013	145835.9689119171
28.02.2013	173664.44047619047
01.03.2013	196620.55921052632
02.03.2013	180438.46896551724
03.03.2013	157164.98136645963
04.03.2013	164763.15642458102
05.03.2013	194577.96402877697
06.03.2013	194600.66451612904
07.03.2013	201910.925
08.03.2013	161515.89375
09.03.2013	156913.05917159762
10.03.2013	185437.6612021858
11.03.2013	170545.68292682926
12.03.2013	179993.27407407408
13.03.2013	167594.16560509554
14.03.2013	156039.55865921787
15.03.2013	172658.5988372093
16.03.2013	101030.39428571428
17.03.2013	80979.46889952153
18.03.2013	107629.82631578947
19.03.2013	132534.74705882353
20.03.2013	104119.04739336493
21.03.2013	127105.68348623853
22.03.2013	130729.08733624454
23.03.2013	125269.11520737327
24.03.2013	130020.5343915344
25.03.2013	168653.26388888888
26.03.2013	161460.93377483444
27.03.2013	190771.2748091603
28.03.2013	175340.67213114753
29.03.2013	177902.5632183908
30.03.2013	187826.45664739885
31.03.2013	147911.2426035503
01.04.2013	139337.52525252526
02.04.2013	175525.70165745856
03.04.2013	184291.05714285714
04.04.2013	221649.96753246753
05.04.2013	190149.1582278481
06.04.2013	158648.50306748465
07.04.2013	205493.5243902439
08.04.2013	195200.47741935484
09.04.2013	179210.71022727274
10.04.2013	168524.06282722513
11.04.2013	216576.8
12.04.2013	163858.11560693642
13.04.2013	145270.91616766466
14.04.2013	175250.90849673204
15.04.2013	161968.83536585365
16.04.2013	181273.21468926553
17.04.2013	163884.567251462
18.04.2013	144500.8775510204
19.04.2013	211673.7810218978
20.04.2013	157490.35714285713
21.04.2013	123134.35795454546
22.04.2013	147132.35294117648
23.04.2013	174533.72619047618
24.04.2013	209641.7901234568
25.04.2013	175715.64534883722
26.04.2013	157673.47368421053
27.04.2013	147221.4149659864
28.04.2013	122019.97740112995
29.04.2013	147565.82183908045
30.04.2013	181493.05369127516
01.05.2013	170380.08609271524
02.05.2013	196927.1194029851
03.05.2013	182476.77372262772
04.05.2013	157967.8679245283
05.05.2013	152646.41818181818
06.05.2013	163183.97590361445
07.05.2013	171042.5357142857
08.05.2013	156593.67272727273
09.05.2013	189125.64024390245
10.05.2013	190641.81395348837
11.05.2013	190634.06043956045
12.05.2013	182176.95238095237
13.05.2013	168795.66666666666
14.05.2013	201917.3831168831
15.05.2013	217992.74468085106
16.05.2013	201141.56756756757
17.05.2013	174007.70186335404
18.05.2013	167547.86577181207
19.05.2013	141571.0641025641
20.05.2013	180973.29457364342
21.05.2013	174012.27152317882
22.05.2013	158898.8141025641
23.05.2013	162274.4252873563
24.05.2013	159006.89940828402
25.05.2013	149018.38787878788
26.05.2013	133395.3680981595
27.05.2013	148587.05681818182
28.05.2013	169591.1582278481
29.05.2013	160073.82738095237
30.05.2013	156321.09497206705
31.05.2013	147359.39428571428
01.06.2013	124866.44131455399
02.06.2013	121341.3768844221
03.06.2013	126487.30985915494
04.06.2013	129793.57276995305
05.06.2013	147819.67934782608
06.06.2013	143527.87845303866
07.06.2013	154855.9440993789
08.06.2013	122923.20994475138
09.06.2013	134049.4716981132
10.06.2013	118736.17816091955
11.06.2013	123198.9
12.06.2013	106272.04433497536
13.06.2013	108115.32795698925
14.06.2013	130693.71111111112
15.06.2013	96622.68208092486
16.06.2013	106505.80540540541
17.06.2013	143229.2551724138
18.06.2013	149551.92142857143
19.06.2013	160322.30147058822
20.06.2013	158415.62987012987
21.06.2013	132155.8869047619
22.06.2013	117687.75
23.06.2013	106843.2303030303
24.06.2013	135474.55333333334
25.06.2013	128022.5668789809
26.06.2013	120767.79885057472
27.06.2013	127479.46706586826
28.06.2013	135415.4852071006
29.06.2013	105794.76923076923
30.06.2013	92671.64705882352
01.07.2013	113372.12101910828
02.07.2013	117370.46405228759
03.07.2013	86074.51630434782
04.07.2013	97314.58787878788
05.07.2013	90295.68279569893
06.07.2013	84349.92513368985
07.07.2013	76148.78494623656
08.07.2013	94547.51041666667
09.07.2013	103349.36216216216
10.07.2013	93036.31282051282
11.07.2013	115277.72413793103
12.07.2013	152026.51298701297
13.07.2013	115555.14649681529
14.07.2013	97410.16860465116
15.07.2013	104989.09146341463
16.07.2013	110965.35365853658
17.07.2013	100908.52717391304
18.07.2013	117120.45341614907
19.07.2013	96946.37426900584
20.07.2013	83064.82258064517
21.07.2013	83059.35175879397
22.07.2013	109935.01212121212
23.07.2013	124265.12056737588
24.07.2013	125014.56603773584
25.07.2013	140275.94520547945
26.07.2013	105695.58536585367
27.07.2013	94782.65193370165
28.07.2013	104046.45833333333
29.07.2013	110812.66853932584
30.07.2013	100043.95939086295
31.07.2013	125116.53684210527
01.08.2013	135514.2429378531
02.08.2013	119717.546875
03.08.2013	125401.73529411765
04.08.2013	113389.51396648044
05.08.2013	121786.54497354498
06.08.2013	125927.33157894737
07.08.2013	135285.99462365592
08.08.2013	126478.51707317073
09.08.2013	112163.72820512821
10.08.2013	112655.53333333334
11.08.2013	80942.32870370371
12.08.2013	134153.66203703705
13.08.2013	138799.4644808743
14.08.2013	145542
15.08.2013	163184.32941176472
16.08.2013	182542.54166666666
17.08.2013	129777.96315789473
18.08.2013	130632.09793814433
19.08.2013	177959.14689265538
20.08.2013	151469.35263157895
21.08.2013	138139.4642857143
22.08.2013	132786.75
23.08.2013	133104.05102040817
24.08.2013	131210.31147540984
25.08.2013	142959.7549668874
26.08.2013	150842.156626506
27.08.2013	176087.8402366864
28.08.2013	159938.31460674157
29.08.2013	133115.6984126984
30.08.2013	138975.99512195121
31.08.2013	98136.28251121077
01.09.2013	95107.27149321267
02.09.2013	106152.7488372093
03.09.2013	130871.30927835051
04.09.2013	147023.8343558282
05.09.2013	142603.7932960894
06.09.2013	147017.4972972973
07.09.2013	156767.8275862069
08.09.2013	131435.29936305733
09.09.2013	123577.75369458128
10.09.2013	125557.41361256545
11.09.2013	107222.665
12.09.2013	114380.17840375587
13.09.2013	100948.38235294117
14.09.2013	90067.24311926606
15.09.2013	139854.7458563536
16.09.2013	161599.5064935065
17.09.2013	165678.17877094971
18.09.2013	164105.5393939394
19.09.2013	136878.52631578947
20.09.2013	131111.54
21.09.2013	124464.04232804233
22.09.2013	112764.22660098522
23.09.2013	138322.22857142857
24.09.2013	132035.820754717
25.09.2013	117527.97087378641
26.09.2013	160880.66049382716
27.09.2013	123470.16853932584
28.09.2013	113568.2372881356
29.09.2013	114968.14705882352
30.09.2013	133594.13496932515
01.10.2013	139612.89839572192
02.10.2013	161979.0732984293
03.10.2013	145292.8592964824
04.10.2013	130150.09444444445
05.10.2013	96355.06849315068
06.10.2013	112910.83783783784
07.10.2013	145600.25
08.10.2013	127433.66459627329
09.10.2013	133019.1340782123
10.10.2013	137713.70833333334
11.10.2013	127686.27567567567
12.10.2013	107505.61214953271
13.10.2013	118411.33936651584
14.10.2013	113406.824
15.10.2013	100830.63076923077
16.10.2013	117534.81904761905
17.10.2013	133438.55688622754
18.10.2013	143193.90104166666
19.10.2013	130005.2062780269
20.10.2013	121697.22613065326
21.10.2013	139856.42180094786
22.10.2013	134544.51020408163
23.10.2013	134827.63800904978
24.10.2013	158989.28372093022
25.10.2013	127208.84255319148
26.10.2013	126904.24725274726
27.10.2013	116610.01675977654
28.10.2013	135659.85142857142
29.10.2013	145675.88125
30.10.2013	124644.82564102564
31.10.2013	135337.58767772513
01.11.2013	106324.95192307692
02.11.2013	105669.34158415842
03.11.2013	104035.86979166667
04.11.2013	120132.42564102563
05.11.2013	156711.55747126436
06.11.2013	185176.7852760736
07.11.2013	219445.86805555556
08.11.2013	229804.52985074627
09.11.2013	199634.02027027027
10.11.2013	174086.59649122806
11.11.2013	150729.47593582887
12.11.2013	141561.64676616914
13.11.2013	185109.2142857143
14.11.2013	183650.12568306012
15.11.2013	175689.9939759036
16.11.2013	117453.03608247422
17.11.2013	140258.36559139786
18.11.2013	255220.73076923078
19.11.2013	312510.22981366457
20.11.2013	233257.43902439025
21.11.2013	274035.68
22.11.2013	226997.5406976744
23.11.2013	209453.02352941176
24.11.2013	183450.52380952382
25.11.2013	190290.04624277458
26.11.2013	251388.48427672955
27.11.2013	265051.5086705202
28.11.2013	248631.14364640883
29.11.2013	250041.4450867052
30.11.2013	200325.36363636365
01.12.2013	188751.73846153845
02.12.2013	231057.98113207548
03.12.2013	185423.39
04.12.2013	232914.19298245615
05.12.2013	238241.07647058825
06.12.2013	168976.88461538462
07.12.2013	164792.64102564103
08.12.2013	120550.93846153846
